id,disk,offset,jp,en
s_004591,Alshark (System disk).hdm,0x0464BA,"睆y諳2[","[UNTRANSLATED]"
s_004592,Alshark (System disk).hdm,0x04652F,"柞ﾃcｩ候ｽ","[UNTRANSLATED]"
s_004595,Alshark (System disk).hdm,0x0468C4,"礎ﾑﾏﾟ軅ｸC","[UNTRANSLATED]"
s_004596,Alshark (System disk).hdm,0x046916,"鉧zﾟ椨z","[UNTRANSLATED]"
s_004597,Alshark (System disk).hdm,0x046BFE,"憫KcQ薔\","[UNTRANSLATED]"
s_004599,Alshark (System disk).hdm,0x046D8E,"柯呵gｸ>ｸﾛﾐQﾐ","[UNTRANSLATED]"
s_004601,Alshark (System disk).hdm,0x04750E,"価｢{ﾈ芦","[UNTRANSLATED]"
s_004603,Alshark (System disk).hdm,0x047916,"屏t狃@,","[UNTRANSLATED]"
s_004606,Alshark (System disk).hdm,0x049C77,"琿$C逵""","[UNTRANSLATED]"
s_004607,Alshark (System disk).hdm,0x049E39,"繻A､h倒ﾟ","[UNTRANSLATED]"
s_004608,Alshark (System disk).hdm,0x049E8F,"委ﾀﾏﾀ溟}ﾐ>ﾀ","[UNTRANSLATED]"
s_004609,Alshark (System disk).hdm,0x049EA0,"金手ox'ｸ6","[UNTRANSLATED]"
s_004611,Alshark (System disk).hdm,0x04AB24,"驀ﾕ隝ﾟｻ","[UNTRANSLATED]"
s_004612,Alshark (System disk).hdm,0x04AC67,"琿?C燧","[UNTRANSLATED]"
s_004614,Alshark (System disk).hdm,0x04ED97,"巻*ｪ*｢ｪ｢ｪｪ｢ｪ｢ｪ*ｪｪｨｪ｢ｪ巻*ｪUTUQUEU","[UNTRANSLATED]"
s_004615,Alshark (System disk).hdm,0x04EE27,"巻*ｨｪｪｪ巻UQUUU","[UNTRANSLATED]"
s_004616,Alshark (System disk).hdm,0x04F0C6,"巻*｢ｪ*ｪｪ巻UQUUTUETUQU","[UNTRANSLATED]"
s_004617,Alshark (System disk).hdm,0x04F0F3,"巻*｢ｪ*ｨｪ巻*ｪ","[UNTRANSLATED]"
s_004618,Alshark (System disk).hdm,0x04F1B5,"巻ｪ｢ｪ巻*ｨ","[UNTRANSLATED]"
s_004619,Alshark (System disk).hdm,0x04F205,"巻*ｨｪ｢ｪ巻*ｪUTUQUEU","[UNTRANSLATED]"
s_004620,Alshark (System disk).hdm,0x05134F,"若者5ﾖｳ、$","[UNTRANSLATED]"
s_004621,Alshark (System disk).hdm,0x0517EA,"元気？","[UNTRANSLATED]"
s_004622,Alshark (System disk).hdm,0x0558E7,"じﾛｲだ0?I","[UNTRANSLATED]"
s_004623,Alshark (System disk).hdm,0x055A98,"達ｦ追ｯﾃｷﾀ$","[UNTRANSLATED]"
s_004624,Alshark (System disk).hdm,0x057B41,"どｳぞ。","[UNTRANSLATED]"
s_004625,Alshark (System disk).hdm,0x057BBA,"だﾒﾖ、変ﾅｺﾄｼﾁｬｱ‥‥0_4$","[UNTRANSLATED]"
s_004626,Alshark (System disk).hdm,0x057C1F,"でﾊ、行ｯﾃﾗｯｼｬｲﾏｾ","[UNTRANSLATED]"
s_004627,Alshark (System disk).hdm,0x05A98F,"ぼｸ達ﾊ‥‥‥0_4$","[UNTRANSLATED]"
s_004628,Alshark (System disk).hdm,0x05AA2E,"一緒ﾆ、$","[UNTRANSLATED]"
s_004629,Alshark (System disk).hdm,0x05AB21,"じｻﾝ、実ﾊ‥‥‥0_4$","[UNTRANSLATED]"
s_004630,Alshark (System disk).hdm,0x05C27F,"賢明ﾅﾙ$","[UNTRANSLATED]"
s_004631,Alshark (System disk).hdm,0x060806,"殺ｾﾙﾓﾉﾅﾗ、殺ｼﾃﾐﾅｻｲ0_4$","[UNTRANSLATED]"
s_004632,Alshark (System disk).hdm,0x060A41,"駆ｹ寄ﾙﾄ$","[UNTRANSLATED]"
s_004633,Alshark (System disk).hdm,0x061A15,"私ﾊ、ﾅぜｺﾝﾅﾄｺﾛﾆ‥‥0_4$","[UNTRANSLATED]"
s_004634,Alshark (System disk).hdm,0x061ABE,"振ﾘ向ｲﾀ$","[UNTRANSLATED]"
s_004635,Alshark (System disk).hdm,0x061AF8,"微笑ﾐｶｹﾙﾄ、@6$","[UNTRANSLATED]"
s_004636,Alshark (System disk).hdm,0x061BBC,"大人ﾆﾅｯﾀﾅ、$","[UNTRANSLATED]"
s_004637,Alshark (System disk).hdm,0x061FE4,"涙ﾁｮｳだｲﾊ、@ｿﾚｸﾗｲﾆｼﾄｶﾅｲﾄ、@","[UNTRANSLATED]"
s_004638,Alshark (System disk).hdm,0x063BF1,"苦ｼﾐﾆﾓがｸ@6$","[UNTRANSLATED]"
s_004639,Alshark (System disk).hdm,0x06596F,"どｳｼﾀﾝでｽｶ、$","[UNTRANSLATED]"
s_004640,Alshark (System disk).hdm,0x066C50,"がｿｺﾆｲﾀﾉだｶﾗ0_4$","[UNTRANSLATED]"
s_004641,Alshark (System disk).hdm,0x066D67,"名付ｹﾃ、$","[UNTRANSLATED]"
s_004642,Alshark (System disk).hdm,0x067138,"頑張ﾙﾉﾖ、$","[UNTRANSLATED]"
s_004643,Alshark (System disk).hdm,0x075C94,"役ﾆ立ﾁｿｳﾅﾉｶﾖ0_4$","[UNTRANSLATED]"
s_004644,Alshark (System disk).hdm,0x07C1F6,"どｳｲｳｺﾄだ、$","[UNTRANSLATED]"
s_004645,Alshark (System disk).hdm,0x07C25A,"頑張ﾙ！","[UNTRANSLATED]"
s_004646,Alshark (System disk).hdm,0x07CBB9,"死ﾝじﾏｯﾀ、$","[UNTRANSLATED]"
s_004647,Alshark (System disk).hdm,0x07DDEA,"仰ｾﾉ通ﾘﾆ‥‥","[UNTRANSLATED]"
s_004648,Alshark (System disk).hdm,0x07E127,"私ﾅﾗ‥‥私ﾅﾗ、$","[UNTRANSLATED]"
s_004649,Alshark (System disk).hdm,0x07EB74,"時ﾆ‥‥@ｽﾏﾝ、許ｼﾃｸﾚ、$","[UNTRANSLATED]"
s_004650,Alshark (System disk).hdm,0x07EBF2,"気休ﾒﾊ、ﾖｼﾃｸﾚ‥‥","[UNTRANSLATED]"
s_004651,Alshark (System disk).hdm,0x07EC2C,"何ｦｽﾙﾂﾓﾘﾅﾝだ0_4$","[UNTRANSLATED]"
s_004652,Alshark (System disk).hdm,0x07ECB4,"気楽ﾅﾉﾊ、$","[UNTRANSLATED]"
s_004653,Alshark (System disk).hdm,0x07EFF2,"気休ﾒﾊ、ﾖｼﾃｸﾚ〃","[UNTRANSLATED]"
s_004654,Alshark (System disk).hdm,0x07FD63,"仕方ﾅｲｺﾄﾅﾉﾖﾈ‥‥0_4$","[UNTRANSLATED]"
s_004655,Alshark (System disk).hdm,0x07FF9F,"ばｻﾏﾏで、ｲﾅｸﾅｯﾁｬｳﾅﾝﾃ‥‥0_4$","[UNTRANSLATED]"
s_004656,Alshark (System disk).hdm,0x080433,"試練、ﾅﾝﾃｺﾄﾅｲﾜｨ","[UNTRANSLATED]"
s_004657,Alshark (System disk).hdm,0x0809DC,"どｳでｨ、$","[UNTRANSLATED]"
s_004658,Alshark (System disk).hdm,0x081546,"だでｽﾐｿｳﾆﾅｲﾅ）","[UNTRANSLATED]"
s_004659,Alshark (System disk).hdm,0x08171B,"知ｯﾃｲﾙﾄｼﾃﾓｵﾒｪﾆﾊ教ｴﾈｪﾖ）0_4$","[UNTRANSLATED]"
s_004660,Alshark (System disk).hdm,0x081A78,"頑張ｯﾃ、$","[UNTRANSLATED]"
s_004661,Alshark (System disk).hdm,0x081DCF,"良ｶｯﾀじｬﾈｪｶ、$","[UNTRANSLATED]"
s_004662,Alshark (System disk).hdm,0x082835,"暇だｶﾗ、$","[UNTRANSLATED]"
s_004663,Alshark (System disk).hdm,0x0844D7,"煎 海+5","[UNTRANSLATED]"
s_004664,Alshark (System disk).hdm,0x08DD58,"破'ｹｷｹｶ'琶","[UNTRANSLATED]"
s_004665,Alshark (System disk).hdm,0x08DDB6,"弱> 弱>","[UNTRANSLATED]"
s_004666,Alshark (System disk).hdm,0x08DDCA,"壬> 壬>","[UNTRANSLATED]"
s_004667,Alshark (System disk).hdm,0x08DDDE,"壇> 壇>","[UNTRANSLATED]"
s_004668,Alshark (System disk).hdm,0x08DDF2,"播> 播>","[UNTRANSLATED]"
s_004669,Alshark (System disk).hdm,0x08DE06,"紋> 紋@","[UNTRANSLATED]"
s_004670,Alshark (System disk).hdm,0x0980B3,"朧Pｪ｡ｪ｣P霸","[UNTRANSLATED]"
s_004671,Alshark (System disk).hdm,0x098C99,"路儡2P0gS","[UNTRANSLATED]"
s_004672,Alshark (System disk).hdm,0x098CD1,"くSｰｼｰｽSぐｴ1S","[UNTRANSLATED]"
s_004675,Alshark (System disk).hdm,0x0AC2C1,"旧qq旧ppqqmnnnop","[UNTRANSLATED]"
s_004676,Alshark (System disk).hdm,0x0AC381,"旧qq旧qqqqz{ｫﾊ|q","[UNTRANSLATED]"
s_004677,Alshark (System disk).hdm,0x0AD941,"鷺条pW","[UNTRANSLATED]"
s_004678,Alshark (System disk).hdm,0x0AEE44,"裟始nnｾoq","[UNTRANSLATED]"
s_004679,Alshark (System disk).hdm,0x0B1018,"跏跏234","[UNTRANSLATED]"
s_004680,Alshark (System disk).hdm,0x0B1518,"跏2Z5ZBBB533ZBBBBBBC54輌ｰ@BBBBBBBBBBBA","[UNTRANSLATED]"
s_004681,Alshark (System disk).hdm,0x0B158D,"鉞2ZBBB53Z533ZBBBBBBBBBBBBBBBBBB54輌ｰ@BBBBBBBBBB1","[UNTRANSLATED]"
s_004682,Alshark (System disk).hdm,0x0B16B0,"銷踟qｰ@@@BBBB@AP","[UNTRANSLATED]"
s_004685,Alshark (System disk).hdm,0x0B1CA3,"誨ｰBB5333Z54鉗","[UNTRANSLATED]"
s_004686,Alshark (System disk).hdm,0x0B2298,"銷覯BBBBBBBBBBBBBBBBﾗﾟ0P","[UNTRANSLATED]"
s_004687,Alshark (System disk).hdm,0x0B2473,"詹)桄WW","[UNTRANSLATED]"
s_004688,Alshark (System disk).hdm,0x0B25A2,"銷qPq{P觚","[UNTRANSLATED]"
s_004689,Alshark (System disk).hdm,0x0B2616,"輌0ﾔjﾔ6j{P鉞23424hｮp","[UNTRANSLATED]"
s_004690,Alshark (System disk).hdm,0x0B2696,"觚誨Pq{P","[UNTRANSLATED]"
s_004693,Alshark (System disk).hdm,0x0B2CEA,"穢000PWW躄@@jP","[UNTRANSLATED]"
s_004694,Alshark (System disk).hdm,0x0B2E84,"覯@BBBBBBBjﾔ6BBBBjPW觚","[UNTRANSLATED]"
s_004695,Alshark (System disk).hdm,0x0B2F04,"誨0ﾔ@BBBBBRqﾔBBBjP詒Wg","[UNTRANSLATED]"
s_004696,Alshark (System disk).hdm,0x0B308A,"誨0ﾔ@A鉗g23ZBBB534","[UNTRANSLATED]"
s_004697,Alshark (System disk).hdm,0x0B31E7,"觚2ZBBBBBBBjP跚2ZBBB1","[UNTRANSLATED]"
s_004698,Alshark (System disk).hdm,0x0B3474,"軾輌ﾔBBj0ﾔ@R","[UNTRANSLATED]"
s_004699,Alshark (System disk).hdm,0x0B3960,"銷qﾔ@6BBBBﾖﾅ輌ﾔBBBBBBB54g","[UNTRANSLATED]"
s_004700,Alshark (System disk).hdm,0x0B3985,"詒2ﾊ{ﾔBBBBBjPg詒","[UNTRANSLATED]"
s_004701,Alshark (System disk).hdm,0x0B39DE,"躙0ﾔ66BBB534詒","[UNTRANSLATED]"
s_004702,Alshark (System disk).hdm,0x0B3A63,"銷q{ﾔB6BBBR鉞2ZBBBBBBBBBBR'","[UNTRANSLATED]"
s_004703,Alshark (System disk).hdm,0x0B3B5E,"跏W2ZB54誨Pq00P","[UNTRANSLATED]"
s_004704,Alshark (System disk).hdm,0x0B3B84,"輌ﾔBB@@BBBB@A跏","[UNTRANSLATED]"
s_004705,Alshark (System disk).hdm,0x0B3D6D,"輌ﾔBBBBBBBBBBBﾖP銷'","[UNTRANSLATED]"
s_004706,Alshark (System disk).hdm,0x0B3E31,"覽UV23ZBBB534躙","[UNTRANSLATED]"
s_004707,Alshark (System disk).hdm,0x0B3E42,"躓UVqﾔj0P詒W","[UNTRANSLATED]"
s_004708,Alshark (System disk).hdm,0x0B3E6D,"躄BBBBBBBBBBBjP踟g'g","[UNTRANSLATED]"
s_004709,Alshark (System disk).hdm,0x0B3EEC,"躙qﾔBBBBB@6B@jPW觚","[UNTRANSLATED]"
s_004710,Alshark (System disk).hdm,0x0B3FB2,"訝cd}BBBBBBBB542334觚","[UNTRANSLATED]"
s_004711,Alshark (System disk).hdm,0x0B3FDB,"軾W0ﾔ@j00PW銷g","[UNTRANSLATED]"
s_004712,Alshark (System disk).hdm,0x0B405C,"軾Wq0P軾","[UNTRANSLATED]"
s_004713,Alshark (System disk).hdm,0x0B46AD,"跏2ZC5423334g輹","[UNTRANSLATED]"
s_004714,Alshark (System disk).hdm,0x0B4801,"跏輌0{ﾘBB54gW","[UNTRANSLATED]"
s_004715,Alshark (System disk).hdm,0x0B4EBB,"跏f誦'Wu","[UNTRANSLATED]"
s_004716,Alshark (System disk).hdm,0x0B5135,"産Y算_o7=","[UNTRANSLATED]"
s_004717,Alshark (System disk).hdm,0x0B536B,"赦ﾏﾞﾌﾏ)oｱﾑﾈ遧~[9OV","[UNTRANSLATED]"
s_004718,Alshark (System disk).hdm,0x0B5435,"糶虎ﾅ~E","[UNTRANSLATED]"
s_004719,Alshark (System disk).hdm,0x0B5908,"算_o貭ﾃ","[UNTRANSLATED]"
s_004720,Alshark (System disk).hdm,0x0B5911,"聆肄</WcIBｲｳ","[UNTRANSLATED]"
s_004721,Alshark (System disk).hdm,0x0B5A28,"寺算TS_TD","[UNTRANSLATED]"
s_004723,Alshark (System disk).hdm,0x0B5A94,"璋鉑ﾄﾁﾂﾃ","[UNTRANSLATED]"
s_004724,Alshark (System disk).hdm,0x0B5B35,"贄鋕ﾄ?U_'==>","[UNTRANSLATED]"
s_004725,Alshark (System disk).hdm,0x0B5BF6,"踰ﾔｴ?J娑8","[UNTRANSLATED]"
s_004726,Alshark (System disk).hdm,0x0B5C6F,"鍍排~KoｱﾑﾒﾓﾔｴM^\","[UNTRANSLATED]"
s_004727,Alshark (System disk).hdm,0x0B5D6F,"貭ﾃﾄ<默ﾓ","[UNTRANSLATED]"
s_004728,Alshark (System disk).hdm,0x0B5E8B,"飾酸onK)YO","[UNTRANSLATED]"
s_004729,Alshark (System disk).hdm,0x0B5FA8,"鉦ﾞﾞﾞｩｩ珠","[UNTRANSLATED]"
s_004730,Alshark (System disk).hdm,0x0B606F,"嬢娼I_?","[UNTRANSLATED]"
s_004731,Alshark (System disk).hdm,0x0B633C,"緒JIJJY酸_T","[UNTRANSLATED]"
s_004732,Alshark (System disk).hdm,0x0B663C,"獏ﾒﾓ蒟~?I","[UNTRANSLATED]"
s_004733,Alshark (System disk).hdm,0x0B6901,"踰ﾔ軻FE","[UNTRANSLATED]"
s_004734,Alshark (System disk).hdm,0x0B6A39,"杯t配{-","[UNTRANSLATED]"
s_004737,Alshark (System disk).hdm,0x0B6D55,"罵m~ﾀﾐ糯","[UNTRANSLATED]"
s_004738,Alshark (System disk).hdm,0x0B748C,"琥qvBBBBBBBB53ｲ6@6@{6C66j{v6jv6B6ﾑP躄66BBBj{{v6BBBBBBBR","[UNTRANSLATED]"
s_004739,Alshark (System disk).hdm,0x0B74EE,"鉗q{v66jPW瀲v6BBBBBjP","[UNTRANSLATED]"
s_004740,Alshark (System disk).hdm,0x0B75BA,"誨v6@6{P觚","[UNTRANSLATED]"
s_004741,Alshark (System disk).hdm,0x0B760E,"覯6BBB6R赳W","[UNTRANSLATED]"
s_004742,Alshark (System disk).hdm,0x0B76D0,"誨P跏QR","[UNTRANSLATED]"
s_004743,Alshark (System disk).hdm,0x0B77EE,"覯6BBBBBBBBBBBBR觚%","[UNTRANSLATED]"
s_004744,Alshark (System disk).hdm,0x0B7954,"跚Q665334觚","[UNTRANSLATED]"
s_004745,Alshark (System disk).hdm,0x0B7991,"跏琥Wqv6BBB54g","[UNTRANSLATED]"
s_004746,Alshark (System disk).hdm,0x0B7A56,"覯6BBBR軾","[UNTRANSLATED]"
s_004747,Alshark (System disk).hdm,0x0B7B6D,"覯BBBBBBR髙ｭ","[UNTRANSLATED]"
s_004748,Alshark (System disk).hdm,0x0B7B94,"觚誨{ﾔ6BBBBA","[UNTRANSLATED]"
s_004749,Alshark (System disk).hdm,0x0B7C18,"覯6BBBBBBRg踴y9:qﾔnBBBBBBBBB@Ry","[UNTRANSLATED]"
s_004750,Alshark (System disk).hdm,0x0B7C99,"誨v6BBBBBB54字","[UNTRANSLATED]"
s_004752,Alshark (System disk).hdm,0x0B7D6A,"赳Q66BBBBBB54g赳Q6BBBBBBBBBBB54g","[UNTRANSLATED]"
s_004753,Alshark (System disk).hdm,0x0B7DD9,"跏g2ZBBBj{{P誧","[UNTRANSLATED]"
s_004754,Alshark (System disk).hdm,0x0B7DED,"誨v66BBBB534覯BBBBBBBBBBBBB54'W","[UNTRANSLATED]"
s_004755,Alshark (System disk).hdm,0x0B7ED8,"覯BBBBB5ﾛ4鍄Hp","[UNTRANSLATED]"
s_004756,Alshark (System disk).hdm,0x0B7F01,"跏q{v6BBﾕﾝP跏g","[UNTRANSLATED]"
s_004757,Alshark (System disk).hdm,0x0B7F17,"觚QBBBBBBBR躙","[UNTRANSLATED]"
s_004758,Alshark (System disk).hdm,0x0B7F73,"赳qﾍ3ﾊﾔ6BB5ZBB534觚qvjﾍZB54","[UNTRANSLATED]"
s_004759,Alshark (System disk).hdm,0x0B7F98,"觚Q6BBBB534觚X","[UNTRANSLATED]"
s_004760,Alshark (System disk).hdm,0x0B7FB4,"珥Q65Z6BBBBBBBB54g輌ﾍZBBBR","[UNTRANSLATED]"
s_004761,Alshark (System disk).hdm,0x0B7FF5,"貊@@BBBBBBBBBBB5333ZBBBBR躙","[UNTRANSLATED]"
s_004762,Alshark (System disk).hdm,0x0B8076,"赳qv6BBBBBBBBBBBBBB66654鉞","[UNTRANSLATED]"
s_004763,Alshark (System disk).hdm,0x0B813A,"濂BBBBBBBBB666666jP軾","[UNTRANSLATED]"
s_004764,Alshark (System disk).hdm,0x0B81FB,"聢ﾘBBBBBBjPW跏","[UNTRANSLATED]"
s_004765,Alshark (System disk).hdm,0x0B823B,"濂BBBBBBﾚﾏ詒%","[UNTRANSLATED]"
s_004766,Alshark (System disk).hdm,0x0B84E4,"褻蔕 0","[UNTRANSLATED]"
s_004767,Alshark (System disk).hdm,0x0B86A6,"記LLLLLLLLT踐4","[UNTRANSLATED]"
s_004768,Alshark (System disk).hdm,0x0B86E3,"鉚m記LLLLLLo","[UNTRANSLATED]"
s_004769,Alshark (System disk).hdm,0x0B88A5,"鉗\mZ_賣","[UNTRANSLATED]"
s_004770,Alshark (System disk).hdm,0x0B89F0,"蠣衫xxxxxx","[UNTRANSLATED]"
s_004771,Alshark (System disk).hdm,0x0B8AF1,"躋y醂ﾃｶ","[UNTRANSLATED]"
s_004772,Alshark (System disk).hdm,0x0B8B34,"轌R諍Ry","[UNTRANSLATED]"
s_004773,Alshark (System disk).hdm,0x0B8B72,"薐y蠣RRy4","[UNTRANSLATED]"
s_004774,Alshark (System disk).hdm,0x0B8BB2,"裹R薐RRE","[UNTRANSLATED]"
s_004775,Alshark (System disk).hdm,0x0B937A,"垂ヱ0 0","[UNTRANSLATED]"
s_004776,Alshark (System disk).hdm,0x0B95DD,"圀 竒 ","[UNTRANSLATED]"
s_004777,Alshark (System disk).hdm,0x0B9973,"棍 0夾F6789","[UNTRANSLATED]"
s_004778,Alshark (System disk).hdm,0x0B9C50,"モヱｃ","[UNTRANSLATED]"
s_004779,Alshark (System disk).hdm,0x0B9D88,"淘髄LLLLLLLLLT","[UNTRANSLATED]"
s_004780,Alshark (System disk).hdm,0x0B9DF3,"モモ÷ÅE","[UNTRANSLATED]"
s_004781,Alshark (System disk).hdm,0x0B9F68,"モモ∝kjLLLLY","[UNTRANSLATED]"
s_004782,Alshark (System disk).hdm,0x0BA0B5,"秒_msq蓿","[UNTRANSLATED]"
s_004783,Alshark (System disk).hdm,0x0BA0EC,"死⇔xqe晴ｕ","[UNTRANSLATED]"
s_004784,Alshark (System disk).hdm,0x0BA2E7,"髄大ﾂy","[UNTRANSLATED]"
s_004789,Alshark (System disk).hdm,0x0BD244,"舶沫ﾞﾞﾝﾝﾞ･ﾛﾞ","[UNTRANSLATED]"
s_004791,Alshark (System disk).hdm,0x0BD4CE,"舶沫ﾞﾞﾝ･ﾞﾞ","[UNTRANSLATED]"
s_004793,Alshark (System disk).hdm,0x0BE705,"猪断!32","[UNTRANSLATED]"
s_004794,Alshark (System disk).hdm,0x0BE901,"趨嵩0  %$""!      32","[UNTRANSLATED]"
s_004795,Alshark (System disk).hdm,0x0BFF5B,"楓楓MAPPR","[UNTRANSLATED]"
s_004796,Alshark (System disk).hdm,0x0C1D09,"誌v嚴Y)j;","[UNTRANSLATED]"
s_004797,Alshark (System disk).hdm,0x0C205B,"庶庶n?;sｷ｣ｶｲ++-Kr","[UNTRANSLATED]"
s_004798,Alshark (System disk).hdm,0x0C2422,"營[++輸","[UNTRANSLATED]"
s_004799,Alshark (System disk).hdm,0x0C2B9D,"誌誌?+++'Ggw","[UNTRANSLATED]"
s_004800,Alshark (System disk).hdm,0x0C4B85,"旧克ﾁﾁﾀ((prrrUUUUb $","[UNTRANSLATED]"
s_004801,Alshark (System disk).hdm,0x0C61DF,"裹ﾁ0褻3?cLLfSdhde00","[UNTRANSLATED]"
s_004802,Alshark (System disk).hdm,0x0C61FA,"垂ヱ0 4","[UNTRANSLATED]"
s_004803,Alshark (System disk).hdm,0x0C62FA,"モヱ000","[UNTRANSLATED]"
s_004804,Alshark (System disk).hdm,0x0C6706,"襁lLLLLLLLLLLLLo蒟4","[UNTRANSLATED]"
s_004805,Alshark (System disk).hdm,0x0C6747,"軆記LLLLLLLLLLT","[UNTRANSLATED]"
s_004806,Alshark (System disk).hdm,0x0C6786,"裼3^炎LLLLLLLLLY","[UNTRANSLATED]"
s_004808,Alshark (System disk).hdm,0x0C7152,"稚tttttttth洄","[UNTRANSLATED]"
s_004809,Alshark (System disk).hdm,0x0C7194,"жjttt詣洄","[UNTRANSLATED]"
s_004810,Alshark (System disk).hdm,0x0C74B9,"いtttttttttttｳｴi棈e","[UNTRANSLATED]"
s_004811,Alshark (System disk).hdm,0x0C7576,"ＳtttttttttttttS賠棈c","[UNTRANSLATED]"
s_004812,Alshark (System disk).hdm,0x0C75B6,"稚ttttttttttttt尋xi","[UNTRANSLATED]"
s_004813,Alshark (System disk).hdm,0x0C7633,"ｃ侔｡tttttttttttttttt｣洄","[UNTRANSLATED]"
s_004815,Alshark (System disk).hdm,0x0C7872,"いtttttttttttttttｳｴ橾ﾂﾂ","[UNTRANSLATED]"
s_004816,Alshark (System disk).hdm,0x0C78B2,"稚ttttttttttttttttt田ccce","[UNTRANSLATED]"
s_004817,Alshark (System disk).hdm,0x0C79FD,"いtttttttttt当ﾝｨﾝｨ","[UNTRANSLATED]"
s_004818,Alshark (System disk).hdm,0x0C7B3A,"付ttttttttttt日","[UNTRANSLATED]"
s_004819,Alshark (System disk).hdm,0x0C7CB8,"付ttttttttttgw洄""","[UNTRANSLATED]"
s_004820,Alshark (System disk).hdm,0x0C7DB6,"破ttttttttttttttt日","[UNTRANSLATED]"
s_004822,Alshark (System disk).hdm,0x0CAD80,"晃鍗WW","[UNTRANSLATED]"
s_004823,Alshark (System disk).hdm,0x0CAEA5,"璞W跏W","[UNTRANSLATED]"
s_004825,Alshark (System disk).hdm,0x0CB4DF,"軾'%鉗W","[UNTRANSLATED]"
s_004827,Alshark (System disk).hdm,0x0CB9FF,"銷銷WW","[UNTRANSLATED]"
s_004828,Alshark (System disk).hdm,0x0CBA34,"軾躙ｭ8","[UNTRANSLATED]"
s_004829,Alshark (System disk).hdm,0x0CBB7C,"怖)Wg跚W","[UNTRANSLATED]"
s_004830,Alshark (System disk).hdm,0x0CBDED,"鉞澹hｮp","[UNTRANSLATED]"
s_004832,Alshark (System disk).hdm,0x0CC1E2,"鉞W跚Wg(","[UNTRANSLATED]"
s_004834,Alshark (System disk).hdm,0x0CC335,"燾W踟'''m''","[UNTRANSLATED]"
s_004836,Alshark (System disk).hdm,0x0CCEB3,"墹UｨUUrrHｵﾀﾀx3ヤт5555A","[UNTRANSLATED]"
s_004837,Alshark (System disk).hdm,0x0CD228,"嫌訣ｿｿｿｿｿｿｿｿｾUgUUUU","[UNTRANSLATED]"
s_004839,Alshark (System disk).hdm,0x0CE074,"拏x[KLe洄M","[UNTRANSLATED]"
s_004842,Alshark (System disk).hdm,0x0CF0FD,"殃))EF))J++++.]ﾋ`gw瑛","[UNTRANSLATED]"
s_004843,Alshark (System disk).hdm,0x0CF9FF,"弗単c89:;+SP","[UNTRANSLATED]"
s_004844,Alshark (System disk).hdm,0x0CFA40,"白t｣ﾀPPc担","[UNTRANSLATED]"
s_004845,Alshark (System disk).hdm,0x0CFBE4,"匱ﾏ敢･ｺﾏ","[UNTRANSLATED]"
s_004847,Alshark (System disk).hdm,0x0D0532,"灯白cAB","[UNTRANSLATED]"
s_004849,Alshark (System disk).hdm,0x0D1C0E,"如PPPﾅ如PDPD","[UNTRANSLATED]"
s_004850,Alshark (System disk).hdm,0x0D35A6,"髄薦｢ﾆBB?","[UNTRANSLATED]"
s_004851,Alshark (System disk).hdm,0x0D3674,"ｌ算ﾜﾝ捻Q99Et","[UNTRANSLATED]"
s_004852,Alshark (System disk).hdm,0x0D39B6,"чVVVV月偽t","[UNTRANSLATED]"
s_004855,Alshark (System disk).hdm,0x0D4639,"レ豪UчF?","[UNTRANSLATED]"
s_004856,Alshark (System disk).hdm,0x0D464E,"ヱv99髄","[UNTRANSLATED]"
s_004860,Alshark (System disk).hdm,0x0D4E16,"чBMMM?9>G瓦D髄","[UNTRANSLATED]"
s_004861,Alshark (System disk).hdm,0x0D4E30,"荘鉅9Eч","[UNTRANSLATED]"
s_004862,Alshark (System disk).hdm,0x0D6699,"鉗逅%%%%%%3","[UNTRANSLATED]"
s_004864,Alshark (System disk).hdm,0x0D6EC7,"蒿､･蒿kkkkkkkkk","[UNTRANSLATED]"
s_004866,Alshark (System disk).hdm,0x0D9545,"甥浬\\\\]","[UNTRANSLATED]"
s_004867,Alshark (System disk).hdm,0x0D9585,"克孜yy//{","[UNTRANSLATED]"
s_004869,Alshark (System disk).hdm,0x0D9634,"克ｨ克{zy""""y{ｶｷ","[UNTRANSLATED]"
s_004870,Alshark (System disk).hdm,0x0D9914,"克耳y""""y{ﾒﾒﾒ!""""","[UNTRANSLATED]"
s_004871,Alshark (System disk).hdm,0x0D9954,"末沫""""""""#","[UNTRANSLATED]"
s_004872,Alshark (System disk).hdm,0x0D9994,"炎}""""|炎]","[UNTRANSLATED]"
s_004873,Alshark (System disk).hdm,0x0D99D4,"克y""""y克{","[UNTRANSLATED]"
s_004875,Alshark (System disk).hdm,0x0D9A54,"惚孜yyｨy{","[UNTRANSLATED]"
s_004877,Alshark (System disk).hdm,0x0D9C87,"髄葬""#ﾍ","[UNTRANSLATED]"
s_004880,Alshark (System disk).hdm,0x0DA027,"惚孜ｨ{ｽ","[UNTRANSLATED]"
s_004881,Alshark (System disk).hdm,0x0DA2B4,"惚寰ｨyyy""""""#!""""""""""""""""""""""#ｽ","[UNTRANSLATED]"
s_004882,Alshark (System disk).hdm,0x0DA51A,"Ｙxxx荼ｷ0!""""""""y""y""""#8!""ymy#088808888ﾆﾇ0!""""""""""""""""""#8!""""y""#i@@@`@@@X矮ﾖﾗ01","[UNTRANSLATED]"
