id,disk,offsetHex,jp,old_en,new_en,method,confidence
s_000872,Alshark (System disk).hdm,0x068AE7,"父王ﾉ側近ﾆデュｰク・ギｰデルﾄ申ｽ男がｲﾙ。@滅法、剣ﾉ立ﾂ男ﾗｼｲ。@気ｦﾂｹﾙｺﾄだ。0?I","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000874,Alshark (System disk).hdm,0x068DF3,"余が、王位ﾆﾂｸﾀﾒﾆﾊ、ｿﾁ達ﾉ命が必要ﾅﾉだ。@ｿｳ、王殺ｼﾉ下手人ﾉ首ﾄｼﾃﾅ！！0_4$","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000877,Alshark (System disk).hdm,0x069208,"娘5最近、変ﾅロボットが、ｳﾛﾂｷ回ｯﾃｲﾃ、危ﾅｯｶｼｲﾉ。@噂じｬｱ、ゾリアス帝国ﾉ陰謀@じｬﾅｲｶｯﾃ人ﾓｲﾙﾜ。","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000880,Alshark (System disk).hdm,0x069766,"ビップルｰムﾊ、要人専用ﾉ@特別室でｽ。@宿泊料ﾊ、３００クレジットﾄ@ﾅｯﾃｵﾘﾏｽ。","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000881,Alshark (System disk).hdm,0x069982,"が、ｺｺﾉ警備隊長ｯﾃ@ﾜｹｶ！！0_4$
5賊ﾆ名乗ﾙ名ﾊ持ﾀﾇが、冥土ﾉﾐﾔげﾆ教ｴﾃﾔﾙ。@我が名ﾊ、$","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000882,Alshark (System disk).hdm,0x069A78,"叫ぶﾄ、$
6ﾆ正面ｶﾗ突ｯ込ﾝだ。0_6彼女ﾉ右手が閃光ﾄﾅﾘ、@6$
ｦ襲ｳ。0_6ｼｶｼ、$
ﾊ、ｿﾉｻﾗﾆ6上ｦｲｯﾀ。@6信じﾗﾚﾅｲスピｰドで、@6$","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000883,Alshark (System disk).hdm,0x069B15,"が空中ﾍ@6飛ぶ。@6ｿﾉ軌跡ｦ追ｯﾃ、$
ﾊ、6レイソｰドｦ突ｷ上げﾀ。0_6身ｦﾋﾈｯﾃｶﾜｽ$","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000884,Alshark (System disk).hdm,0x069B78,"着地ｽﾙﾄ、間髪ｦ@6ｲﾚず２撃目ﾉ攻撃ｦ敢行ｼﾀ。6今度ﾊ、容赦ﾅｲ攻撃だｯﾀ。@6当ﾀﾚば、どｺだﾛｳﾄ消ｼ飛ぶ6ﾆ違ｲﾅｲ。0_6絶対ﾉ自信ﾉ一撃だｯﾀ。@6$","[UNTRANSLATED]","[FIXME: Insert English translation]",byId,1.00
s_000885,Alshark (System disk).hdm,0x069E8C,"込ﾝだ。0_6彼女ﾉ右手が閃光ﾄﾅﾘ、@6$
ｦ襲ｳ。0_6ｼｶｼ、$
ﾊ、ｿﾉｻﾗﾆ6上ｦｲｯﾀ。@6信じﾗﾚﾅｲスピｰドで、@6$","[UNTRANSLATED]","Her hand flashed out to strike, but he was faster, moving at an unbelievable speed.",byId,1.00
s_000886,Alshark (System disk).hdm,0x06A0E2,"ロレリア武器専門店5最近、妙ﾆ増ｴﾃｷﾀロボットｦ倒ｿｳﾄ思ｯﾀﾗ、ｿﾚﾅﾘﾉ@武器ｦ揃ｴﾃｵｲﾀ方がｲｲぜ！0?N","[UNTRANSLATED]","These new robots are tough. You'll need some real firepower if you wanna take 'em out!",byId,1.00
s_000887,Alshark (System disk).hdm,0x06A183,"ばｻﾝ5ｺﾉ星で、氷原ﾆ行ｸ時ﾆﾊ、@普通、氷上車ｦ使ｲﾏｽ。0_でﾓ、変ﾅロボットが、最近、@徘徊ｼﾃｲﾙﾗｼｲｶﾗ、武装ｻﾚﾀﾉｦ探ｼﾀ方がｲｲﾜﾖ。","[UNTRANSLATED]","To cross the ice fields, you need a snowcat. But with all the weird robots out there, you'd better find one that's armed.",byId,1.00
s_000888,Alshark (System disk).hdm,0x06A1F9,"じｲｻﾝ5ツトックﾉ町ﾆ、変ﾜｯﾀ男が@ｵｯﾃﾉｫ。@ｲﾛﾝﾅ物ｦスクラップｶﾗ作ﾘ出ｼﾃｼﾏｳﾝじｬ。0_最近、ﾏﾀ変ﾜｯﾀ物ｦ作ｯﾄﾙﾗｼｲ。@ﾅﾝでﾓ、戦車ﾐﾀｲﾅ氷上車だﾄｲｳｺﾄじｬ。","[UNTRANSLATED]","There's an odd fella over in Tsutokku who can build anything from SCRAP. Word is, he's working on a kind of snow tank right now.",byId,1.00
s_000889,Alshark (System disk).hdm,0x06A2B6,"若者5ｺｺﾊ、惑星ジュｰクﾉ開拓ｦ@目的ﾄｼﾃ作ﾗﾚﾀロレリアﾉ町だﾖ。@西ﾍ行ｸﾄツトックﾉ町がｱﾙﾖ","[UNTRANSLATED]","Welcome to Lorelia, a pioneer town. The town of Tsutokku is to the west.",byId,1.00
s_000891,Alshark (System disk).hdm,0x06A709,"が、ｱｲﾆｸﾄ、ｺﾉ惑星ﾉ氷上車ﾊ、最近出現ｼﾀ得体ﾉ@知ﾚﾅｲロボットどﾓﾆ破壊ｻﾚﾃｼﾏｯﾃ、在庫がﾅｲﾝだ。0_4$","[UNTRANSLATED]","Sorry, but those new mystery robots destroyed all our snowcats. We're fresh out.",byId,1.00
s_000892,Alshark (System disk).hdm,0x06A9CE,"俺ﾉ作ｯﾀスノｰタンクだ0ｱﾉｳｯﾄｵｼｲロボット達ｦ@ﾔｯﾂｹﾃﾔﾛｳﾄ思ｯﾃﾀﾝだが、ｵﾏｴﾆｸﾚﾃﾔﾙﾖ。0_4$","[UNTRANSLATED]","My snow tank. I built it to scrap those pesky robots, but... it's yours.",byId,1.00
s_000893,Alshark (System disk).hdm,0x06AD7E,"達ﾊ、@6メインコントロｰル室ﾄ思ﾜﾚﾙ6部屋ﾍﾄ入ｯﾃ行ｯﾀ。0?I","[UNTRANSLATED]","They entered what looked like the main control room.",byId,1.00
s_000898,Alshark (System disk).hdm,0x06B866,"マｰズ軍？！@大方、脱走兵が、傭兵ﾆでﾓ志願ｼﾆ来ﾀﾄｲｳﾄｺﾛｶ。0@ﾏｱｲｲ、通ｼﾃﾔﾙ。0?I","[UNTRANSLATED]","Mars military? Deserters looking for merc work, I'd guess. Whatever. Let 'em in.",byId,1.00
s_000900,Alshark (System disk).hdm,0x06C21E,"越ｼｸだｻｲﾏｼﾀ。当ホテルﾉ設備ﾄサｰビスﾊ、@ウィスペラｰドでﾓ最高ﾉ水準ｦ誇ｯﾃｵﾘﾏｽ。0?N","[UNTRANSLATED]","Welcome! We offer the finest facilities and service in all of Whisperard.",byId,1.00
s_000901,Alshark (System disk).hdm,0x06C325,"アイテムショップ店員5ｲﾗｯｼｬｲﾏｾ。@ｵ買ｲ物ﾊ、奥ﾉカウンタｰで@どｳぞ。","[UNTRANSLATED]","Welcome. All sales are handled at the back counter.",byId,1.00
s_000916,Alshark (System disk).hdm,0x06D8FC,"皇女様ﾆﾓ困ｯﾀﾓﾉだﾜ。@王宮ｦ抜ｹ出ｼﾀｲﾅﾝﾃ。@私ﾏで、ミｰアﾉﾖｳﾆ王宮ｦ@追ｲ出ｻﾚﾁｬｳじｬﾅｲ。","[UNTRANSLATED]","Oh, that princess! Always wanting to sneak out... I'll be thrown out on the street!",byId,1.00
s_000918,Alshark (System disk).hdm,0x06E022,"朕ｦ殺ｿｳﾄﾊ、許ｼがﾀｲ奴ﾗだ。@どｳｾ、ザｰテﾆでﾓ雇ﾜﾚﾀ@無法者だﾛｳ。0_4$","[UNTRANSLATED]","Assassins! Unforgivable! They must be thugs hired by Zate.",byId,1.00
s_000919,Alshark (System disk).hdm,0x06E0D0,"申ｼﾃﾐﾖ。0_4$
5ｺﾉ者達ﾉ腕ﾊ、ﾀだ者ﾆﾊ@ござｲﾏｾﾝ。0_4$
5特ﾆ、ｿｺﾉ大女。@私でｻｴ、肝ｦ冷ﾔｼｶｹﾏｼﾃござｲﾏｽ。0_4$
5ｿｺで、考ｴﾀﾉでｽが、@ｺﾉ者達ﾆザｰテｦ捕ﾗｴｻｾﾃﾊﾄ‥‥0_4$","[UNTRANSLATED]","Speak.$These people are no mere mercenaries. That giant woman... even I was unnerved. So, I propose we use them to capture Zate.",byId,1.00
s_000920,Alshark (System disk).hdm,0x06E190,"者達が、裏切ﾗﾇ@ﾄﾓ限ﾙﾏｲ。0_4$
5ｿｺﾊ、人質ﾄｼﾃ、１人、@ｺｺﾆ残ｯﾃﾓﾗｲﾏｼｮｳ。0_ｿｼﾃ、ﾓｼﾓ、ザｰテｦ捕ﾗ@ｴﾙｺﾄがでｷﾀﾅﾗ、王ﾉ命ｦ狙ｯﾀﾄｲｳ大罪ｦ許ｼﾃﾔﾘ、適当ﾅ願ｲｦ聞ｲﾃﾔﾙｺﾄﾄ@ｲﾀｼﾏｼｮｳｶ。0_4$","[UNTRANSLATED]","What's to stop them from betraying us?$One of them stays here. As a hostage.$If they capture Zate, we'll pardon their 'crime' and grant them a wish.",byId,1.00
s_000921,Alshark (System disk).hdm,0x06E311,"だ‥‥0_4$
5フフフ‥‥@ｵﾏｴ達ﾊ、何ｶｦ勘違ｲｼﾃ@ｲﾙﾖｳだが、私ﾊ、ｵﾏｴ達ｦ助ｹﾃﾔｯﾀﾉだぞ。0_4$","[UNTRANSLATED]","Heh heh heh... You've got it all wrong. I'm the one who saved your skins.",byId,1.00
s_000922,Alshark (System disk).hdm,0x06E694,"彼が、ドゥムナﾉ意志ｦ継ぐ者@ﾅﾉでｽ。@ｿﾉ身ﾆﾏﾄｲｼマントが、@ｿﾉ証。0_4$","[UNTRANSLATED]","He is the heir to We-Dumnah's will. The mantle he wears is proof.",byId,1.00
s_000924,Alshark (System disk).hdm,0x06E858,"ウュルトリアﾉ補給ステｰションﾆ連絡ｦｲﾚﾃｵｸ。@航宙艦ﾉ整備ﾆでﾓ使ｳが良ｲ。0_4$","[UNTRANSLATED]","I'll let the Ulyrian supply station know you're coming. Get your ship fixed.",byId,1.00
s_000925,Alshark (System disk).hdm,0x06EA28,"秘力ｦ使ｲｺﾅｽﾀﾒﾆﾓ、経験ｦ積ﾑ必要がｱﾙﾄ痛感ｼﾃｲﾏｽ。0_4$
5ｿｳｶ。@ﾅﾗば、惑星ノｰミケﾆｱﾙ@ノｰザンﾉ砦ﾆ行ｸﾄｲｲだﾛｳ0_4$
5ｱｿｺﾅﾗ、ゾリアスｶﾗﾉ攻撃ﾓ、ｿｳｷﾂｸﾊﾅｲ。@ｿﾚﾆ、ｲﾛｲﾛﾅ星ｶﾗ集ﾏｯﾃｸﾙ情報ﾓ多ｲﾄ聞ｸ。0_4$","[UNTRANSLATED]","To control these powers, I need more real-world experience.$I see. Then go to Norzan's fort on Nomike. Zolius attacks are lighter there, and it's a hub for information.",byId,1.00
s_000926,Alshark (System disk).hdm,0x06EC36,"情報でﾊ、ｲﾖｲﾖサリバンﾉ@率ｲﾙラッセルガイヤｰｦ旗艦ﾄｼﾀ敵ﾉ主力部隊が動ｷ出ｼﾀ@ﾗｼｲｶﾗﾉｫ。0","[UNTRANSLATED]","My sources say Sullivan's main fleet is on the move, led by the Russelgaia.",byId,1.00
s_000927,Alshark (System disk).hdm,0x06EC97,"ギｰデルﾊ、ラッセル@ガイヤｰで討ﾁ果ﾃﾀｶ。@知ﾗｾﾆｷﾃｸﾚﾀｺﾄ、心ﾖﾘ感謝ｽﾙ。0","[UNTRANSLATED]","So, Giedel fell aboard the Russelgaia. Thank you for the news.",byId,1.00
s_000928,Alshark (System disk).hdm,0x06F8CF,"ラルアﾉ追跡ﾊ激ｼｸ、最後ﾏで逃げﾙｺﾄがでｷﾀﾉﾊ、@師ドゥムナﾉ植民船１隻だｹ@じｬｯﾀ。0_4$","[UNTRANSLATED]","Their pursuit was relentless. In the end, only We-Dumnah's colony ship escaped.",byId,1.00
s_000929,Alshark (System disk).hdm,0x06F924,"先ﾊ、私が話ｼﾏｼｮｳ0ｿﾉ翌年、２０億ﾉマｰズ人ｦ@失ｯﾀラルアﾊ、カｰマﾆ大敗@ｼﾏｼﾀ。0_4$","[UNTRANSLATED]","The following year, our forces were crushed, and two billion Martians were lost.",byId,1.00
s_000930,Alshark (System disk).hdm,0x06F971,"長ｷﾆﾜﾀﾙ抵抗ﾓﾑﾅｼｸ、@惑星ラルアﾊ陥落ｼ、カｰマﾉ@勢力ﾊ、一気ﾆ拡大ｼﾀﾉでｽ。0_4$","[UNTRANSLATED]","Our long resistance was futile. The planet fell, and their empire grew.",byId,1.00
s_000941,Alshark (System disk).hdm,0x070685,"司令官5現在、ｺﾉ宙域ﾆゾリアス艦隊ﾉ進撃ﾊ見ﾗﾚﾅｲが、油断ﾊでｷﾅｲ。0_4司令官5航宙艦ﾉ整備が整ﾜﾅｲ内ﾊ、@マｰズ連邦ｶﾗ出ﾅｲｺﾄだ。","[UNTRANSLATED]","No sign of the Zolius fleet in this sector, but stay sharp. Until our ships are repaired, don't leave Mars Federation space.",byId,1.00
s_000944,Alshark (System disk).hdm,0x070AD4,"ラッセルガイヤｰﾆ登載ｻﾚﾀ@最終兵器が完成ｼﾀﾀﾒﾗｼｲ。0_4$","[UNTRANSLATED]","Apparently, the Russelgaia's ultimate weapon is complete.",byId,1.00
s_000951,Alshark (System disk).hdm,0x0721EA,"ラッセルガイヤｰ艦内ﾉ@6エアロック制御スイッチｦ@6発見ｼﾀ。0_6スイッチｦ起動ｼﾏｽｶ？0","[UNTRANSLATED]","You've found the Russelgaia's airlock control switch. Activate it?",byId,1.00
s_000952,Alshark (System disk).hdm,0x073317,"スクラップ屋5スクラップﾉ両替ﾅﾗｺﾁﾗで@どｳぞ。0_4　6５ＣＲＥＤＩＴ@4　　　　6↑　　　　　3２キｰ@4　　　3８キｰ　　　　　6↓@4　　　　　　　　6１ＳＣＲＡＰ@46＜3スペｰスキｰ6で加速＞?I","[UNTRANSLATED]","Scrap Dealer: Turn that SCRAP into cold, hard CREDIT! 5 CREDIT ↑ (2 Key) / ↓ (8 Key) 1 SCRAP <Hold SPACE to accelerate>",byId,1.00
s_000953,Alshark (System disk).hdm,0x073412,"ゾリアスﾉ男5笑ｲﾀｷｬ笑ｴ。@ゾリアスﾉ一般人ﾉ生活レベル@ﾅﾝﾃﾉﾊｺﾝﾅﾓﾉだ。","[UNTRANSLATED]","Laugh all you want. This is life for us commoners.",byId,1.00
s_000954,Alshark (System disk).hdm,0x073455,"ゾリアスﾉ女5ﾀだでｻｴ、重ｲ税金ﾆ苦ｼﾒ@ﾗﾚﾃｲﾙﾉﾆ、夫ﾓ労働者ﾄ@ｼﾃ、惑星ビェザﾍ連ﾚﾃ行ｶﾚﾃｼﾏｲﾏｼﾀ。","[UNTRANSLATED]","The crushing taxes were bad enough, but then they took my husband to Bieza as a laborer.",byId,1.00
s_000956,Alshark (System disk).hdm,0x0738DF,"新型エンジンｯﾃﾉﾊ、どｳﾓ@小型ブラックホｰルｦ利用ｼﾀ物ﾗｼｲ。0_4$","[UNTRANSLATED]","The new engine runs on a micro black hole.",byId,1.00
s_000958,Alshark (System disk).hdm,0x07417F,"ゾリアスﾉ子供5ｺｺﾊ、デルアイﾉ町だﾖ。@ｵ母ｻﾝが言ｯﾃﾀﾖ。@ｺﾉ星ﾊ、見捨ﾃﾗﾚﾀ星ﾅﾝだｯﾃ‥‥","[UNTRANSLATED]","Welcome to Del-Ai. My mom says this planet's been forsaken...",byId,1.00
s_000960,Alshark (System disk).hdm,0x074234,"ゾリアスﾉ男5軍ﾉ実験でｺﾝﾅﾆﾅｯﾁﾏｯﾀ星ｦどｳｽﾙｺﾄﾓでｷﾙﾜｹがﾅｲ。0_4ゾリアスﾉ男5俺達ﾊ、細々ﾄ生ｷﾃｲｸｼｶ@ﾅｲﾝだ。","[UNTRANSLATED]","The military's experiments ruined this world. There's nothing we can do now but scrape by.",byId,1.00
s_000961,Alshark (System disk).hdm,0x074297,"ゾリアスﾉ男5以前、ｺﾉ星ﾆ派遣ｻﾚﾀ兵士達が、次々ﾄ謎ﾉ失踪ｦ遂げﾀﾗｼｲ。0_4ゾリアスﾉ男5噂じｬ、ｿﾉ亡霊が西ﾆｱﾙバイオ研究所ﾆ出ﾙﾄｶ‥‥","[UNTRANSLATED]","Soldiers sent here used to disappear without a trace. They say their ghosts haunt the old bio-lab to the west...",byId,1.00
s_000962,Alshark (System disk).hdm,0x074311,"ゾリアスﾉ女5ｺﾉ星ﾊ、ずｲぶﾝ前ﾆ軍ﾉ実験ﾆ使ﾜﾚﾃｲﾀﾉでｽ。@ｿﾉ施設跡が、西ﾉ方ﾆｱﾘﾏｽ0_4ゾリアスﾉ女5決ｼﾃ近寄ﾗﾅｲ方が身ﾉﾀﾒでｽﾖ。@恐ﾛｼｲ化ｹ物が出ﾙﾄｲｳｺﾄでｽｶﾗ。","[UNTRANSLATED]","This world was a military testing ground. The ruins of the lab are to the west. You'd be wise to stay away... It's crawling with monsters.",byId,1.00
s_000963,Alshark (System disk).hdm,0x074450,"バイデンﾉ野郎ﾉデｰタｦ見ﾂｹﾀﾝじｬが‥‥@ｱｲﾂﾓ悲惨ﾅ奴だﾜｨ。0_4$","[UNTRANSLATED]","Found Bayden's file... Poor slob's had it rough.",byId,1.00
s_000964,Alshark (System disk).hdm,0x074665,"虫ｹﾗどﾓが、ｺｺﾏでﾔﾘｵﾙﾄﾊ思ﾜﾅﾝだぞ。@ﾔﾊﾘ、ｱﾉ時、殺ｼﾃｵｸべｷだｯﾀﾅ。0_4ビｰスト・$","[UNTRANSLATED]","Hmph. I underestimated you worms. I should've crushed you back then.",byId,1.00
s_000965,Alshark (System disk).hdm,0x074876,"ゾリアス兵5ハｰッ、ハッハッハッ！@バカﾅ奴ﾗだ。@ﾜざﾜざ殺ｻﾚﾙﾀﾒﾆ来ﾙﾄﾊﾅ。0_4ゾリアス兵5ｵﾏｴ達ﾆバイデン様ﾉ伝言ｦ@伝ｴﾖｳ。0_4ゾリアス兵5ゴルﾉキｰｦ手ﾆｲﾚﾀｹﾚば、星軍総司令部ﾍｺｲ！@バイデン様が直々ﾆ、ｵﾏｴ達ｦ処刑ﾅｻﾙｿｳだ。0_4ゾリアス兵5確ｶﾆ伝ｴﾀぞ！?C","[UNTRANSLATED]","Bwahahaha! You fools, walking right into your own graves! I have a message from Commander Bayden. If you want the Gol Key, come to Star Force HQ! He'll execute you personally! Now you know!",byId,1.00
s_000966,Alshark (System disk).hdm,0x074971,"ゾリアスﾉ男5ｱﾝﾀ達ﾊ、ﾄﾝでﾓﾅｲｺﾄｦｼﾃｸﾚﾀﾖ。0_4ゾリアスﾉ男5ゾリアス人ﾊ、ﾐﾝﾅサンタナ教ﾉ教ｴﾆｽがｯﾃ生ｷﾃｷﾀﾝだ0_4ゾリアスﾉ男5ｿﾚｦ、ララウェル様ｦ殺ｼﾃ@ｼﾏｳﾅﾝﾃ‥‥","[UNTRANSLATED]","You don't know what you've done... The Santhana Church gave our people hope. And you... you murdered Lalawel.",byId,1.00
s_000967,Alshark (System disk).hdm,0x074A32,"ゾリアスﾉ女5ｵｿﾛｼﾔ。@ララウェル様ｦ殺ｼﾃｼﾏｯﾀﾉﾊ、ｱﾅﾀ方ﾅﾉでｽﾈ。0_4ゾリアスﾉ女5ｷｯﾄ、サンタナﾉ神ﾉ天罰が@下ﾘﾏｽﾖ。","[UNTRANSLATED]","Monsters... You're the ones who killed Lalawel. Santhana's divine wrath will be your doom",byId,1.00
s_000968,Alshark (System disk).hdm,0x074A9D,"ゾリアスﾉ子供5ｵ母ｻﾝが‥‥ｵ母ｻﾝが、何ｦ信じﾃ生ｷﾃｲｹばｲｲﾉｶ分ｶﾗﾅｸﾅｯﾀｯﾃ‥‥0_4ゾリアスﾉ子供5どｺｶﾆｲｯﾁｬｯﾀﾖｫ。","[UNTRANSLATED]","My mom said... she didn't know what to live for anymore... and then she just disappeared.",byId,1.00
s_000971,Alshark (System disk).hdm,0x074D05,"ば、星軍総司令部ﾍｺｲ！@バイデン様が直々ﾆ、ｵﾏｴ達ｦ処刑ﾅｻﾙｿｳだ。0_4ゾリアス兵5確ｶﾆ伝ｴﾀぞ！?C","[UNTRANSLATED]","Get to Star Force HQ! Bayden wants to execute you himself. I've delivered the message!",byId,1.00
s_000976,Alshark (System disk).hdm,0x0753D3,"ウュリアﾉ男5カウンタｰﾉ端ﾆ座ｯﾃﾙ男が@ｲﾙだﾛｳ。@ｱｲﾂ、ﾎﾝﾄﾆ酒癖が悪ｲ奴@ﾅﾝだ。","[UNTRANSLATED]","See that guy at the end of the counter? He's a real nasty drunk.",byId,1.00
s_000979,Alshark (System disk).hdm,0x0760D1,"君達ﾆﾊ、私ﾄ、ｿｼﾃラッセルガイヤｰﾄ共ﾆ、宇宙ﾉ塵ﾄ@ﾅｯﾃﾓﾗｵｳ！！0_6帝国宙軍総司令$","[UNTRANSLATED]","You, me, and the Russelgaia... we'll all become stardust together!",byId,1.00
s_000980,Alshark (System disk).hdm,0x07627D,"達ﾆ‥‥ｺﾉキｰｦ渡ｼﾃﾅﾙﾓﾉｶ‥‥‥‥0_4ヒｰト中将5ご安心ｸだｻｲ。@先ﾎど、ラッセルガイヤｰﾉ自爆装置ｦセットｼﾏｼﾀ。0_4ヒｰト中将5ｱﾄ数分で、爆発ｽﾙﾊずでｽ。0_4$","[UNTRANSLATED]","I'll never... let them have... this key... Don't worry, sir. I've set the Russelgaia to self-destruct. It'll blow in a few minutes.",byId,1.00
s_000981,Alshark (System disk).hdm,0x076318,"達ﾓ‥‥ｺﾚで‥‥‥終ﾜﾘだ。@‥‥通路ｦ走ｯﾃﾓ‥今ｶﾗでﾊ‥‥‥間ﾆ合ﾜﾇ‥‥‥。0_4ヒｰト中将5ｿｳだ！！@貴様達ﾊ、ｺｺで死ﾇﾉだ！0_4$","[UNTRANSLATED]","This is... the end... for all of us. You can't escape... in time... That's right! This is where you die!",byId,1.00
s_000982,Alshark (System disk).hdm,0x07647C,"他ﾉ種族ｦ滅ぼｽｺﾄが、@小ｻﾅ犠牲ｶ。@宇宙ｦ無ﾆ帰ｽﾙｺﾄが、@大望ｶ！！0_4$","[UNTRANSLATED]","Genocide is a small sacrifice? Oblivion is your grand ambition!?",byId,1.00
s_000983,Alshark (System disk).hdm,0x0765AA,"叫ぶﾄ、@6ヒｰト中将ｦ指ｻｼﾀ。0_4ヒｰト中将5ﾅ、何ｦバカﾅ‥‥。@ｲｯﾀｲ、何ｦ根拠ﾆ‥‥0_4$","[UNTRANSLATED]","He pointed at Heat. ""Wh-what is this nonsense!? What proof do you have!?""",byId,1.00
s_000984,Alshark (System disk).hdm,0x0767E3,"通路ｦ走ｯﾃﾓ間ﾆ合ﾜﾅｲだﾛｳが、私ﾉ後ﾛﾆｱﾙ司令官用@エレベｰタでﾅﾗ、１分以内ﾆ@ｵﾏｴ達ﾉ艦ﾆﾀどﾘ着ｹﾙ。0_4$","[UNTRANSLATED]","You won't make it running. Take my private elevator! You can reach your ship in under a minute.",byId,1.00
s_000985,Alshark (System disk).hdm,0x076A0C,"側近ｼｶ立ﾁ入ﾙ6ｺﾄﾉ許ｻﾚﾅｲｿﾉ空間ﾊ、@6４角ｲ大広間だｯﾀ。0_6４隅ﾄ４辺ﾊ、一直線ﾆ天井ﾉ@6中心ｦ目指ｽ。@6壁ﾄ天井が一体ﾄﾅｯﾀ@6変ﾜｯﾀ構造ｦｼﾃｲﾀ。0_6内部ﾊ、天井ｦﾅｽ@6上方ﾉ４角錘ﾉ部分ｦ除ｲﾃ、@6周ﾘｦ全ﾃ水晶ﾉﾖｳﾅ輝ｷｦ@6ﾓﾂ金属で包ﾏﾚﾃｲﾙ。0?I","[UNTRANSLATED]","This was a vast, square chamber, a space forbidden to all but the most trusted. The walls and ceiling were one, sloping up to a central point. The entire interior was sheathed in a gleaming, crystal-like metal.",byId,1.00
s_000986,Alshark (System disk).hdm,0x076B94,"ヒャアｰ、ヒャッヒャッヒャッ！思ｯﾀ通ﾘじｬﾜ。@強ｲ力ｦ感じﾙぞ。0_6突然、外見ﾄﾊ裏腹ﾆ、$","[UNTRANSLATED]","Hee hee hee! Just as I thought. I sense a great power. They're stronger than they look.",byId,1.00
s_000987,Alshark (System disk).hdm,0x076C22,"が、思ｯﾀ通ﾘだ！@貴様が言ｯﾀ通ﾘ、ｵびｷ出ｼﾀｱげｸ、貴重ﾅ兵士達ｦﾏﾀ倒ｻﾚﾃｼﾏｯﾀでﾊﾅｲｶ！！0_6$","[UNTRANSLATED]","Just as I feared! Your plan failed! We lured them out, and they just wiped out our troops!",byId,1.00
s_000988,Alshark (System disk).hdm,0x076E81,"構造ｦｼﾃｲﾀ。0_6内部ﾊ、天井ｦﾅｽ@6上方ﾉ４角錘ﾉ部分ｦ除ｲﾃ、@6周ﾘｦ全ﾃ水晶ﾉﾖｳﾅ輝ｷｦ@6ﾓﾂ金属で包ﾏﾚﾃｲﾙ。0?I","[UNTRANSLATED]","The interior is lined with a shimmering, crystal-like metal, except for the pyramid-shaped ceiling.",byId,1.00
s_000989,Alshark (System disk).hdm,0x0782D0,"軍部ｶﾗ武器ｦ横流ｼｼﾃﾙﾓﾉでﾈ。@値段ﾊ、ﾁｮｯﾄ高ﾒだが、@ｲｲ品が揃ｯﾃｲﾙぜ。0_4闇商人5","[UNTRANSLATED]","This stuff is 'liberated' from the military. It's pricey, but it's top-shelf.",byId,1.00
s_000990,Alshark (System disk).hdm,0x078567,"泣Tリバン。0_4ミュントス人5ｺﾉ３人がｲﾙｵｶげで、ウュリア王国ﾊ、相当、窮地ﾆ立ﾀｻﾚﾃｲﾙﾗｼｲ。","[UNTRANSLATED]","With Sullivan, Lalawel, and Bayden on the attack, the Kingdom of Ulyria is on the ropes.",byId,1.00
s_000992,Alshark (System disk).hdm,0x07C2BF,"実ﾊﾅｧ。@以前、惑星ヨスヌﾉ兵器工場ｦ@襲ｯﾀﾄｷﾆ、例ﾉケブレス砲ﾉデｰタｦ頂ｲﾃｷﾀﾝだ。0_4$","[UNTRANSLATED]","Remember that raid on the Yosnu weapons factory? I swiped the data for their cannon.",byId,1.00
s_000994,Alshark (System disk).hdm,0x07C7BD,"ラッセルガイヤｰﾆ@対ｽﾙ作戦だが、敵艦ｦ航行不能ﾆｼﾀﾗ、直ﾁﾆ白兵戦ﾍ持ﾁ@込ﾑぞ。0_4$","[UNTRANSLATED]","Plan for the Russelgaia: disable the ship, then we board her immediately.",byId,1.00
s_000997,Alshark (System disk).hdm,0x07CB51,"で来ﾀﾜﾈ。@でﾓ、油断ｼﾅｲでﾈ。@相手ﾊ、ゾリアス帝国ﾉ総帥@$","[UNTRANSLATED]","You're here. Be careful. You face the Zolius Commander.",byId,1.00
s_000998,Alshark (System disk).hdm,0x07D09A,"ベック・ゴｰギャンｯﾃ人が、@本当ﾆ特殊精神波ﾉ破ﾘ方ｦ知ｯﾃｲﾙﾄｼﾃ、見ﾂｹﾙｺﾄが@でｷﾙｶｼﾗ。0_4$","[UNTRANSLATED]","Even if this Beck Gaugain knows how to beat their psychic waves, can we find him?",byId,1.00
s_001006,Alshark (System disk).hdm,0x07D536,"敵ﾉ兵士達がどﾝどﾝ@押ｼ寄ｾﾃｸﾙﾜ。0@早ｸ、主動力室ﾍﾉ通路ｦ発見ｼﾅｲﾄ‥‥","[UNTRANSLATED]","More soldiers are pouring in! We need to find the main power room",byId,1.00
